i	I	I-PRT	si
z	B	B-LEX	z
a	B	B-FV	a
*	O	O	O
n	B	B-LOC	nga
g	I	I-LOC	nga
a	I	I-LOC	nga
e	B	B-LOC	e
z	B	B-3.LEX	zantsi
a	I	I-3.LEX	zantsi
n	I	I-3.LEX	zantsi
t	I	I-3.LEX	zantsi
s	I	I-3.LEX	zantsi
i	I	I-3.LEX	zantsi
*	O	O	O
z	B	B-SM.10	zi
i	I	I-SM.10	zi
y	B	B-LEX	y
e	B	B-REC.CJ	e
*	O	O	O
z	B	B-SM.PST.10	za
a	I	I-SM.PST.10	za
t	B	B-LEX	tshayis
s	I	I-LEX	tshayis
h	I	I-LEX	tshayis
a	I	I-LEX	tshayis
y	I	I-LEX	tshayis
i	I	I-LEX	tshayis
s	I	I-LEX	tshayis
a	B	B-RECP	an
n	I	I-RECP	an
a	B	B-FV	a
*	O	O	O
k	B	B-LEX	ke
e	I	I-LEX	ke
*	O	O	O
z	B	B-SM.PST.10	za
a	I	I-SM.PST.10	za
t	B	B-LEX	tsh
s	I	I-LEX	tsh
h	I	I-LEX	tsh
a	B	B-FV	a
*	O	O	O
z	B	B-SM.PST.10	za
a	I	I-SM.PST.10	za
v	B	B-LEX	vuth
u	I	I-LEX	vuth
t	I	I-LEX	vuth
h	I	I-LEX	vuth
a	B	B-FV	a
*	O	O	O
a	B	B-AUG	a
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
d	B	B-LEX	dangatyi
a	I	I-LEX	dangatyi
n	I	I-LEX	dangatyi
g	I	I-LEX	dangatyi
a	I	I-LEX	dangatyi
t	I	I-LEX	dangatyi
y	I	I-LEX	dangatyi
i	I	I-LEX	dangatyi
*	O	O	O
k	B	B-SM.17	kw
w	I	I-SM.17	kw
e	B	B-LEX	enzakel
n	I	I-LEX	enzakel
z	I	I-LEX	enzakel
a	I	I-LEX	enzakel
k	I	I-LEX	enzakel
e	I	I-LEX	enzakel
l	I	I-LEX	enzakel
e	B	B-REC.CJ	e
*	O	O	O
a	B	B-AUG	a
b	B	B-NCP.2	ba
a	I	I-NCP.2	ba
n	B	B-LEX	ntu
t	I	I-LEX	ntu
u	I	I-LEX	ntu
*	O	O	O
a	B	B-AUG	a
b	B	B-AC.2	ba
a	I	I-AC.2	ba
h	B	B-LEX	hlanu
l	I	I-LEX	hlanu
a	I	I-LEX	hlanu
n	I	I-LEX	hlanu
u	I	I-LEX	hlanu
*	O	O	O
k	B	B-LOC	ku
u	I	I-LOC	ku
l	B	B-DEM.9.DIST	lo
o	I	I-DEM.9.DIST	lo
*	O	O	O
n	B	B-9.LEX	ngozi
g	I	I-9.LEX	ngozi
o	I	I-9.LEX	ngozi
z	I	I-9.LEX	ngozi
i	I	I-9.LEX	ngozi
*	O	O	O
s	B	B-SM.1PL	si
i	I	I-SM.1PL	si
y	B	B-LEX	y
e	B	B-REC.CJ	e
*	O	O	O
s	B	B-SM.PST.1PL	sa
a	I	I-SM.PST.1PL	sa
k	B	B-LEX	khawulez
h	I	I-LEX	khawulez
a	I	I-LEX	khawulez
w	I	I-LEX	khawulez
u	I	I-LEX	khawulez
l	I	I-LEX	khawulez
e	I	I-LEX	khawulez
z	I	I-LEX	khawulez
a	B	B-FV	a
*	O	O	O
s	B	B-SM.PST.1PL	sa
a	I	I-SM.PST.1PL	sa
f	B	B-LEX	fowun
o	I	I-LEX	fowun
w	I	I-LEX	fowun
u	I	I-LEX	fowun
n	I	I-LEX	fowun
e	B	B-APPL	el
l	I	I-APPL	el
a	B	B-FV	a
*	O	O	O
i	B	B-AUG	i
n	B	B-9.LEX	nqwelo
q	I	I-9.LEX	nqwelo
w	I	I-9.LEX	nqwelo
e	I	I-9.LEX	nqwelo
l	I	I-9.LEX	nqwelo
o	I	I-9.LEX	nqwelo
*	O	O	O
y	B	B-AS.9	ye
e	I	I-AS.9	ye
z	B	B-NCP.8	zi
i	I	I-NCP.8	zi
g	B	B-LEX	gulani
u	I	I-LEX	gulani
l	I	I-LEX	gulani
a	I	I-LEX	gulani
n	I	I-LEX	gulani
i	I	I-LEX	gulani
*	O	O	O
i	B	B-SM.9	i
b	B	B-OM.2	ba
a	I	I-OM.2	ba
t	B	B-LEX	thath
h	I	I-LEX	thath
a	I	I-LEX	thath
t	I	I-LEX	thath
h	I	I-LEX	thath
i	B	B-REC.DJ	ile
l	I	I-REC.DJ	ile
e	I	I-REC.DJ	ile
*	O	O	O
k	B	B-LEX	ke
e	I	I-LEX	ke
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
b	B	B-OM.2	ba
a	I	I-OM.2	ba
l	B	B-LEX	leq
e	I	I-LEX	leq
q	I	I-LEX	leq
i	B	B-CAUS	is
s	I	I-CAUS	is
a	B	B-FV	a
*	O	O	O
e	B	B-LOC	e
s	B	B-NCP.7	si
i	I	I-NCP.7	si
b	B	B-LEX	bhedlele
h	I	I-LEX	bhedlele
e	I	I-LEX	bhedlele
d	I	I-LEX	bhedlele
l	I	I-LEX	bhedlele
e	I	I-LEX	bhedlele
l	I	I-LEX	bhedlele
e	I	I-LEX	bhedlele
*	O	O	O
i	B	B-NCP.5	i
g	B	B-LEX	gama
a	I	I-LEX	gama
m	I	I-LEX	gama
a	I	I-LEX	gama
*	O	O	O
l	B	B-5	la
a	I	I-5	la
m	B	B-POSS.1SG	m
*	O	O	O
n	B	B-SM.1SG	ndi
d	I	I-SM.1SG	ndi
i	I	I-SM.1SG	ndi
n	B	B-COP.1	ngu
g	I	I-COP.1	ngu
u	I	I-COP.1	ngu
N	B	B-1a.LEX	Nosabelo
o	I	I-1a.LEX	Nosabelo
s	I	I-1a.LEX	Nosabelo
a	I	I-1a.LEX	Nosabelo
b	I	I-1a.LEX	Nosabelo
e	I	I-1a.LEX	Nosabelo
l	I	I-1a.LEX	Nosabelo
o	I	I-1a.LEX	Nosabelo
*	O	O	O
F	B	B-LEX	Futu
u	I	I-LEX	Futu
t	I	I-LEX	Futu
u	I	I-LEX	Futu
*	O	O	O
n	B	B-SM.1SG	ndi
d	I	I-SM.1SG	ndi
i	I	I-SM.1SG	ndi
f	B	B-LEX	fun
u	I	I-LEX	fun
n	I	I-LEX	fun
a	B	B-FV	a
*	O	O	O
u	B	B-INF	uku
k	I	I-INF	uku
u	I	I-INF	uku
b	B	B-LEX	buza
u	I	I-LEX	buza
z	I	I-LEX	buza
a	I	I-LEX	buza
*	O	O	O
u	B	B-AUG	u
t	B	B-1a.LEX	tata
a	I	I-1a.LEX	tata
t	I	I-1a.LEX	tata
a	I	I-1a.LEX	tata
*	O	O	O
m	B	B-LEX	malunga
a	I	I-LEX	malunga
l	I	I-LEX	malunga
u	I	I-LEX	malunga
n	I	I-LEX	malunga
g	I	I-LEX	malunga
a	I	I-LEX	malunga
*	O	O	O
n	B	B-COM	na
a	I	I-COM	na
l	B	B-DEM.9.DIST	la
a	I	I-DEM.9.DIST	la
*	O	O	O
m	B	B-9.LEX	mfazwe
f	I	I-9.LEX	mfazwe
a	I	I-9.LEX	mfazwe
z	I	I-9.LEX	mfazwe
w	I	I-9.LEX	mfazwe
e	I	I-9.LEX	mfazwe
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
k	B	B-IPFV	ku
u	I	I-IPFV	ku
s	B	B-PRT	si
i	I	I-PRT	si
l	B	B-LEX	lw
w	I	I-LEX	lw
a	B	B-FV	a
*	O	O	O
a	B	B-AUG	a
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
k	B	B-LEX	khwenkwe
h	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
n	I	I-LEX	khwenkwe
k	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
*	O	O	O
a	B	B-AS.6	a
s	B	B-LOC.COP	se
e	I	I-LOC.COP	se
N	B	B-LEX	Nqileni
q	I	I-LEX	Nqileni
i	I	I-LEX	Nqileni
l	I	I-LEX	Nqileni
e	I	I-LEX	Nqileni
n	I	I-LEX	Nqileni
i	I	I-LEX	Nqileni
*	O	O	O
n	B	B-COM	na
a	I	I-COM	na
a	B	B-AUG	a
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
k	B	B-LEX	khwenkwe
h	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
n	I	I-LEX	khwenkwe
k	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
*	O	O	O
a	B	B-AS.6	a
k	B	B-LOC	kwa
w	I	I-LOC	kwa
a	I	I-LOC	kwa
T	B	B-LEX	Tshezi
s	I	I-LEX	Tshezi
h	I	I-LEX	Tshezi
e	I	I-LEX	Tshezi
z	I	I-LEX	Tshezi
i	I	I-LEX	Tshezi
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
k	B	B-IPFV.17	ku
u	I	I-IPFV.17	ku
n	B	B-LEX	nini
i	I	I-LEX	nini
n	I	I-LEX	nini
i	I	I-LEX	nini
*	O	O	O
n	B	B-LEX	ngoko
g	I	I-LEX	ngoko
o	I	I-LEX	ngoko
k	I	I-LEX	ngoko
o	I	I-LEX	ngoko
*	O	O	O
t	B	B-1a.LEX	tata
a	I	I-1a.LEX	tata
t	I	I-1a.LEX	tata
a	I	I-1a.LEX	tata
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
k	B	B-IPFV.17	ku
u	I	I-IPFV.17	ku
k	B	B-LEX	kowuphi
o	I	I-LEX	kowuphi
w	I	I-LEX	kowuphi
u	I	I-LEX	kowuphi
p	I	I-LEX	kowuphi
h	I	I-LEX	kowuphi
i	I	I-LEX	kowuphi
*	O	O	O
u	B	B-AUG	u
n	B	B-3.LEX	nyaka
y	I	I-3.LEX	nyaka
a	I	I-3.LEX	nyaka
k	I	I-3.LEX	nyaka
a	I	I-3.LEX	nyaka
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
g	B	B-LEX	gqibel
q	I	I-LEX	gqibel
i	I	I-LEX	gqibel
b	I	I-LEX	gqibel
e	I	I-LEX	gqibel
l	I	I-LEX	gqibel
e	B	B-REC.CJ	e
*	O	O	O
u	B	B-AUG	u
k	B	B-NCP.15	ku
u	I	I-NCP.15	ku
l	B	B-LEX	l
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
n	B	B-INSTR	ngo
g	I	I-INSTR	ngo
o	I	I-INSTR	ngo
1	B	B-LEX	198’4’2’1 ’43
9	I	I-LEX	198’4’2’1 ’43
8	I	I-LEX	198’4’2’1 ’43
’	I	I-LEX	198’4’2’1 ’43
4	I	I-LEX	198’4’2’1 ’43
’	I	I-LEX	198’4’2’1 ’43
2	I	I-LEX	198’4’2’1 ’43
’	I	I-LEX	198’4’2’1 ’43
1	I	I-LEX	198’4’2’1 ’43
 	I	I-LEX	198’4’2’1 ’43
’	I	I-LEX	198’4’2’1 ’43
4	I	I-LEX	198’4’2’1 ’43
3	I	I-LEX	198’4’2’1 ’43
*	O	O	O
n	B	B-INSTR	ngo
g	I	I-INSTR	ngo
o	I	I-INSTR	ngo
7	B	B-73	73
3	I	I-73	73
*	O	O	O
1	B	B-LEX	1973
9	I	I-LEX	1973
7	I	I-LEX	1973
3	I	I-LEX	1973
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
k	B	B-IPFV.17	ku
u	I	I-IPFV.17	ku
s	B	B-PRT	si
i	I	I-PRT	si
l	B	B-LEX	lw
w	I	I-LEX	lw
e	B	B-APPL	el
l	I	I-APPL	el
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
p	B	B-LEX	phi
h	I	I-LEX	phi
i	I	I-LEX	phi
*	O	O	O
a	B	B-DEM.16.PROX	apha
p	I	I-DEM.16.PROX	apha
h	I	I-DEM.16.PROX	apha
a	I	I-DEM.16.PROX	apha
*	O	O	O
e	B	B-LOC	e
s	B	B-NCP.7	si
i	I	I-NCP.7	si
t	B	B-LEX	thub
h	I	I-LEX	thub
u	I	I-LEX	thub
b	I	I-LEX	thub
e	B	B-LOC	eni
n	I	I-LOC	eni
i	I	I-LOC	eni
*	O	O	O
v	B	B-LEX	vele
e	I	I-LEX	vele
l	I	I-LEX	vele
e	I	I-LEX	vele
*	O	O	O
u	B	B-SM.2SG	u
q	B	B-LEX	qhubelek
h	I	I-LEX	qhubelek
u	I	I-LEX	qhubelek
b	I	I-LEX	qhubelek
e	I	I-LEX	qhubelek
l	I	I-LEX	qhubelek
e	I	I-LEX	qhubelek
k	I	I-LEX	qhubelek
e	B	B-SBJV	e
*	O	O	O
n	B	B-LEX	nje
j	I	I-LEX	nje
e	I	I-LEX	nje
*	O	O	O
v	B	B-LEX	vele
e	I	I-LEX	vele
l	I	I-LEX	vele
e	I	I-LEX	vele
*	O	O	O
u	B	B-SM.2SG	u
q	B	B-LEX	qhubelek
h	I	I-LEX	qhubelek
u	I	I-LEX	qhubelek
b	I	I-LEX	qhubelek
e	I	I-LEX	qhubelek
l	I	I-LEX	qhubelek
e	I	I-LEX	qhubelek
k	I	I-LEX	qhubelek
e	B	B-SBJV	e
*	O	O	O
n	B	B-LEX	nje
j	I	I-LEX	nje
e	I	I-LEX	nje
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
l	B	B-LEX	l
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
a	B	B-LEX	apha
p	I	I-LEX	apha
h	I	I-LEX	apha
a	I	I-LEX	apha
*	O	O	O
e	B	B-LOC	e
s	B	B-NCP.7	si
i	I	I-NCP.7	si
t	B	B-LEX	thub
h	I	I-LEX	thub
u	I	I-LEX	thub
b	I	I-LEX	thub
e	B	B-LOC	eni
n	I	I-LOC	eni
i	I	I-LOC	eni
*	O	O	O
i	B	B-AUG	i
n	B	B-9.LEX	nto
t	I	I-9.LEX	nto
o	I	I-9.LEX	nto
*	O	O	O
e	B	B-RC.9	e
y	B	B-SM.9	y
e	B	B-LEX	enz
n	I	I-LEX	enz
z	I	I-LEX	enz
a	B	B-FV	a
*	O	O	O
u	B	B-LEX	uba
b	I	I-LEX	uba
a	I	I-LEX	uba
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
l	B	B-LEX	l
i	B	B-PASS	iw
w	I	I-PASS	iw
e	B	B-REC.CJ	e
*	O	O	O
e	B	B-LOC	e
s	B	B-NCP.7	si
i	I	I-NCP.7	si
t	B	B-LEX	thub
h	I	I-LEX	thub
u	I	I-LEX	thub
b	I	I-LEX	thub
e	B	B-LOC	eni
n	I	I-LOC	eni
i	I	I-LOC	eni
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
s	B	B-LEX	suk
u	I	I-LEX	suk
k	I	I-LEX	suk
a	B	B-FV	a
*	O	O	O
a	B	B-AUG	a
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
k	B	B-LEX	khwenkwe
h	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
n	I	I-LEX	khwenkwe
k	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
*	O	O	O
a	B	B-DEM.16.PROX	apha
p	I	I-DEM.16.PROX	apha
h	I	I-DEM.16.PROX	apha
a	I	I-DEM.16.PROX	apha
*	O	O	O
a	B	B-SM.PST.6	a
y	B	B-LEX	y
a	B	B-FV	a
*	O	O	O
e	B	B-LOC	e
K	B	B-LEX	Kop
o	I	I-LEX	Kop
p	I	I-LEX	Kop
*	O	O	O
k	B	B-LOC	kwa
w	I	I-LOC	kwa
a	I	I-LOC	kwa
T	B	B-LEX	Tshezi
s	I	I-LEX	Tshezi
h	I	I-LEX	Tshezi
e	I	I-LEX	Tshezi
z	I	I-LEX	Tshezi
i	I	I-LEX	Tshezi
*	O	O	O
a	B	B-SM.6	a
y	B	B-IT	yo
o	I	I-IT	yo
s	B	B-LEX	sel
e	I	I-LEX	sel
l	I	I-LEX	sel
a	B	B-FV	a
*	O	O	O
u	B	B-AUG	u
t	B	B-14.LEX	tywala
y	I	I-14.LEX	tywala
w	I	I-14.LEX	tywala
a	I	I-14.LEX	tywala
l	I	I-14.LEX	tywala
a	I	I-14.LEX	tywala
*	O	O	O
a	B	B-SM.6	a
x	B	B-PASS\LEX	xatyel
a	I	I-PASS\LEX	xatyel
t	I	I-PASS\LEX	xatyel
y	I	I-PASS\LEX	xatyel
e	I	I-PASS\LEX	xatyel
l	I	I-PASS\LEX	xatyel
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
p	B	B-DEM.16.DIST	pha
h	I	I-DEM.16.DIST	pha
a	I	I-DEM.16.DIST	pha
*	O	O	O
n	B	B-INSTR	nga
g	I	I-INSTR	nga
a	I	I-INSTR	nga
a	B	B-AUG	a
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
k	B	B-LEX	khwenkwe
h	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
n	I	I-LEX	khwenkwe
k	I	I-LEX	khwenkwe
w	I	I-LEX	khwenkwe
e	I	I-LEX	khwenkwe
*	O	O	O
a	B	B-AS.6	a
k	B	B-LOC	kwa
w	I	I-LOC	kwa
a	I	I-LOC	kwa
T	B	B-LEX	Tshezi
s	I	I-LEX	Tshezi
h	I	I-LEX	Tshezi
e	I	I-LEX	Tshezi
z	I	I-LEX	Tshezi
i	I	I-LEX	Tshezi
*	O	O	O
a	B	B-SM.PST.6	a
b	B	B-LEX	buy
u	I	I-LEX	buy
y	I	I-LEX	buy
a	B	B-FV	a
*	O	O	O
e	B	B-RC.6	e
b	B	B-LEX	balek
a	I	I-LEX	balek
l	I	I-LEX	balek
e	I	I-LEX	balek
k	I	I-LEX	balek
a	B	B-FV	a
*	O	O	O
p	B	B-DEM.16.DIST	pha
h	I	I-DEM.16.DIST	pha
a	I	I-DEM.16.DIST	pha
*	O	O	O
k	B	B-LOC	ku
u	I	I-LOC	ku
s	B	B-LEX	sasa
a	I	I-LEX	sasa
s	I	I-LEX	sasa
a	I	I-LEX	sasa
*	O	O	O
b	B	B-SM.2	ba
a	I	I-SM.2	ba
q	B	B-LEX	qul
u	I	I-LEX	qul
l	I	I-LEX	qul
a	B	B-FV	a
*	O	O	O
o	B	B-RC.1	o
w	B	B-PST.1	wa
a	I	I-PST.1	wa
l	B	B-DEM.16.PROX	lapha
a	I	I-DEM.16.PROX	lapha
p	I	I-DEM.16.PROX	lapha
h	I	I-DEM.16.PROX	lapha
a	I	I-DEM.16.PROX	lapha
*	O	O	O
k	B	B-LEX	kengoku
e	I	I-LEX	kengoku
n	I	I-LEX	kengoku
g	I	I-LEX	kengoku
o	I	I-LEX	kengoku
k	I	I-LEX	kengoku
u	I	I-LEX	kengoku
*	O	O	O
k	B	B-PST.17	kwa
w	I	I-PST.17	kwa
a	I	I-PST.17	kwa
q	B	B-PASS\LEX	qatyel
a	I	I-PASS\LEX	qatyel
t	I	I-PASS\LEX	qatyel
y	I	I-PASS\LEX	qatyel
e	I	I-PASS\LEX	qatyel
l	I	I-PASS\LEX	qatyel
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
u	B	B-LEX	ukuze
k	I	I-LEX	ukuze
u	I	I-LEX	ukuze
z	I	I-LEX	ukuze
e	I	I-LEX	ukuze
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
l	B	B-LEX	l
i	B	B-PASS	iw
w	I	I-PASS	iw
e	B	B-REC.CJ	e
*	O	O	O
e	B	B-LOC	e
t	B	B-LEX	thub
h	I	I-LEX	thub
u	I	I-LEX	thub
b	I	I-LEX	thub
e	B	B-LOC	eni
n	I	I-LOC	eni
i	I	I-LOC	eni
*	O	O	O
a	B	B-SM.6	a
b	B	B-LEX	balek
a	I	I-LEX	balek
l	I	I-LEX	balek
e	I	I-LEX	balek
k	I	I-LEX	balek
a	B	B-FV	a
*	O	O	O
k	B	B-LEX	ke
e	I	I-LEX	ke
*	O	O	O
k	B	B-LOC	kwa
w	I	I-LOC	kwa
a	I	I-LOC	kwa
T	B	B-LEX	Tshezi
s	I	I-LEX	Tshezi
h	I	I-LEX	Tshezi
e	I	I-LEX	Tshezi
z	I	I-LEX	Tshezi
i	I	I-LEX	Tshezi
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
q	B	B-LEX	qhamk
h	I	I-LEX	qhamk
a	I	I-LEX	qhamk
m	I	I-LEX	qhamk
k	I	I-LEX	qhamk
a	B	B-FV	a
*	O	O	O
i	B	B-AUG	i
m	B	B-9.LEX	mfazwe
f	I	I-9.LEX	mfazwe
a	I	I-9.LEX	mfazwe
z	I	I-9.LEX	mfazwe
w	I	I-9.LEX	mfazwe
e	I	I-9.LEX	mfazwe
*	O	O	O
k	B	B-LEX	kuze
u	I	I-LEX	kuze
z	I	I-LEX	kuze
e	I	I-LEX	kuze
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
y	B	B-LEX	y
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
a	B	B-DEM.16.MED	apho
p	I	I-DEM.16.MED	apho
h	I	I-DEM.16.MED	apho
o	I	I-DEM.16.MED	apho
*	O	O	O
k	B	B-LEX	kengoku
e	I	I-LEX	kengoku
n	I	I-LEX	kengoku
g	I	I-LEX	kengoku
o	I	I-LEX	kengoku
k	I	I-LEX	kengoku
u	I	I-LEX	kengoku
*	O	O	O
k	B	B-SM.PST.17	kwa
w	I	I-SM.PST.17	kwa
a	I	I-SM.PST.17	kwa
f	B	B-LEX	f
a	B	B-FV	a
*	O	O	O
a	B	B-AUG	a
b	B	B-NCP.2	ba
a	I	I-NCP.2	ba
n	B	B-LEX	ntu
t	I	I-LEX	ntu
u	I	I-LEX	ntu
*	O	O	O
a	B	B-DEM.16.MED	apho
p	I	I-DEM.16.MED	apho
h	I	I-DEM.16.MED	apho
o	I	I-DEM.16.MED	apho
*	O	O	O
b	B	B-SM.2	ba
a	I	I-SM.2	ba
x	B	B-PASS\LEX	xatyel
a	I	I-PASS\LEX	xatyel
t	I	I-PASS\LEX	xatyel
y	I	I-PASS\LEX	xatyel
e	I	I-PASS\LEX	xatyel
l	I	I-PASS\LEX	xatyel
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
b	B	B-SM.2	ba
a	I	I-SM.2	ba
f	B	B-LEX	f
a	B	B-FV	a
*	O	O	O
k	B	B-LOC	ku
u	I	I-LOC	ku
l	B	B-DEM.9.MED	lo
o	I	I-DEM.9.MED	lo
*	O	O	O
m	B	B-9.LEX	mfazwe
f	I	I-9.LEX	mfazwe
a	I	I-9.LEX	mfazwe
z	I	I-9.LEX	mfazwe
w	I	I-9.LEX	mfazwe
e	I	I-9.LEX	mfazwe
*	O	O	O
l	B	B-DEM.9.MED	leyo
e	I	I-DEM.9.MED	leyo
y	I	I-DEM.9.MED	leyo
o	I	I-DEM.9.MED	leyo
*	O	O	O
Y	B	B-COP.9	Yi
i	I	I-COP.9	Yi
i	B	B-AUG	i
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
L	B	B-DEM.9.PROX	Le
e	I	I-DEM.9.PROX	Le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
i	B	B-SM.9	i
n	B	B-COM	na
a	I	I-COM	na
u	B	B-AUG	u
n	B	B-1a.LEX	nina
i	I	I-1a.LEX	nina
n	I	I-1a.LEX	nina
a	I	I-1a.LEX	nina
*	O	O	O
o	B	B-AC.1	om
m	I	I-AC.1	om
n	B	B-LEX	ncinci
c	I	I-LEX	ncinci
i	I	I-LEX	ncinci
n	I	I-LEX	ncinci
c	I	I-LEX	ncinci
